Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes,Year,Month,year_month,expected_n,expected_p,expected_k,max_moisture_pct,typical_adulterants,dev_n,dev_p,dev_k,excess_moisture,Chemical_Deviation_Score,Quality_Score,Adulterant_Type,Benchmark_Price_LKR_kg,Price_Diff_From_Benchmark,Price_Deviation_Pct,Price_Arbitrage_Flag,Cultivated_Extent_ha,Estimated_Regional_Demand_MT,monthly_rainfall_mm,avg_temperature_c,Provincial_Center_Lat,Provincial_Center_Lon,Primary_Agro_Zone,Estimated_Yield_Loss_Pct,Estimated_Economic_Loss_LKR_per_ha,NLP_Risk_Score,NLP_Risk_Category,Total_Active_NPK,Estimated_Inert_Filler,Ratio_N_to_P,Ratio_N_to_K,Moisture_Volatilization_Interaction,Cost_per_Gram_Active_Nutrient,Moisture_Cost_Waste_LKR_kg
AGR-90924,CR24-4457B,2023-09-01,Maha,Eastern Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,60.0,60.0,100,0.0,28.5,0.0,Calcium: 2.44 %,1.0,No,,2023,9,2023-09,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.017857142857142856,0.0,0.0,1.79,97.3,Substandard_Blend,50.0,10.0,20.0,1,132000,14520.0,281.8,27.716666666666665,7.869866666666667,81.52076666666666,Dry Zone,2.0,11040.0,0.1,Normal,28.5,70.5,0.0,0.0,0.0,0.211,0.0
AGR-71783,LT23-6905B,2023-10-27,Off-Season,Western Province,Kandy Farm Supplies,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,3.0,290.0,870.0,100,14.3,15.2,14.7,Sulfur: 1.0 % | Boron: 13.2 g/100g,1.6,No,Imported directly,2023,10,2023-10,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.04666666666666662,0.013333333333333286,0.02000000000000005,0.0,8.0,88.0,Substandard_Blend,255.0,35.0,13.73,1,6650,947.62,564.4,25.57741935483871,6.8655,79.9386,Wet Zone,4.0,22080.0,0.1,Low_Risk,44.2,54.199999999999996,0.94,0.97,0.075,0.656,0.0
AGR-16566,MF22-1823A,2023-08-07,Yala,Southern Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,52.0,21.03,1093.56,100,1.6,0.94,1.5,Organic Carbon: 26.9 g/kg | Humus: 13.6 g/kg,1.8,Yes,,2023,8,2023-08,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.06666666666666672,0.06000000000000005,0.25000000000000006,0.0,37.67,43.5,Heavy_Insoluble_Filler,40.0,-18.97,-47.42,0,44000,44000.0,188.7,26.929032258064517,6.050433333333333,80.6324,Dry Zone,18.84,103996.8,0.1,Normal,4.04,94.16,1.7,1.07,0.12,0.521,0.0
AGR-43137,LT22-9643,2022-11-16,Yala,Southern Province,Anuradhapura Agro Mart,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,200.0,132.06,26412.0,100,20.8,0.0,0.07,Sulfur: 0.86 %,0.7,No,Slight clumping observed,2022,11,2022-11,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.00952380952380949,0.0,0.0,0.0,0.95,98.6,Substandard_Blend,160.0,-27.94,-17.46,0,44000,5280.0,210.4,25.53333333333333,6.050433333333333,80.6324,Dry Zone,2.0,11040.0,0.6000000000000001,High_Risk,20.87,78.43,208.0,208.0,0.007,0.633,0.0
AGR-30059,LT24-4185C,2023-04-20,Off-Season,Eastern Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1001.5,122.46,122643.69,100,45.7,0.14,0.09,Not Detected,2.2,Yes,,2023,4,2023-04,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.006521739130434721,0.0,0.0,0.7000000000000002,14.65,72.4,Substandard_Blend,120.0,2.46,2.05,0,28699,7103.0,80.8,28.28333333333333,7.869866666666667,81.52076666666666,Dry Zone,9.08,50121.6,0.1,Normal,45.93000000000001,51.86999999999999,326.43,457.0,0.014,0.267,0.86
AGR-54842,AG24-1370A,2022-03-19,Off-Season,Uva Province,Abans Agri Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,999.0,313.35,313036.65,100,12.3,12.0,17.0,Magnesium: 14.7 g/kg | Boron: 7.7 g/kg,1.5,No,,2022,3,2022-03,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.02500000000000006,0.0,0.0,0.0,2.5,96.2,Substandard_Blend,310.0,3.35,1.08,1,14699,2939.8,74.7,22.38387096774193,6.9331,81.20285000000001,Intermediate Zone,2.0,11040.0,0.1,Normal,41.3,57.2,1.03,0.72,0.038,0.759,0.0
AGR-22138,BT22-3422,2024-03-11,Yala,Sabaragamuwa Province,Matara Farm Solutions,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,46.91,1172.75,100,0.0,27.3,0.0,Calcium: 0.65 %,2.7,Yes,,2024,3,2024-03,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.024999999999999974,0.0,0.7000000000000002,16.5,69.6,Substandard_Blend,45.0,1.91,4.24,0,31000,3410.0,95.0,27.858064516129037,6.96705,80.37505,Wet Zone,10.0,55200.0,0.1,Normal,27.3,70.0,0.0,0.0,0.0,0.172,0.33
AGR-94486,MF22-6696,2023-04-08,Yala,Sabaragamuwa Province,Jaffna Fertilizer Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,500.0,243.1,121550.0,100,14.9,15.2,15.6,Sulfur: 17.1 g/kg | Boron: 1.16 %,2.3,Yes,,2023,4,2023-04,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.006666666666666643,0.013333333333333286,0.03999999999999997,0.2999999999999998,12.0,79.6,Substandard_Blend,255.0,-11.9,-4.67,0,31000,5115.0,153.4,26.85,6.96705,80.37505,Wet Zone,6.75,37260.0,0.1,Normal,45.7,52.0,0.98,0.96,0.015,0.532,0.73
AGR-25224,MF22-7154,2023-07-23,Maha,Southern Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,10.0,125.69,1256.9,100,21.7,0.0,0.04,Sulfur: 26.5 g/100g,2.0,Yes,Slight clumping observed,2023,7,2023-07,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.0333333333333333,0.0,0.0,0.5,13.33,76.0,Substandard_Blend,135.0,-9.31,-6.9,0,68000,8160.0,271.3,26.61290322580645,6.050433333333333,80.6324,Dry Zone,7.92,43718.4,0.6000000000000001,High_Risk,21.74,76.26,217.0,217.0,0.067,0.578,0.63
AGR-77319,AG22-4687A,2024-03-18,Yala,Southern Province,Kandy Farm Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,70.0,14000.0,100,0.0,0.0,0.24,Calcium: 0.96 % | Magnesium: 1.46 %,4.3,Yes,,2024,3,2024-03,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.7999999999999998,36.0,31.6,Moisture_Weight_Padding,30.0,40.0,133.33,0,44000,11000.0,110.3,27.38064516129032,6.050433333333333,80.6324,Dry Zone,22.5,124200.0,0.1,Normal,0.24,95.46,0.0,0.0,0.0,14.0,1.26
AGR-34081,MF22-5846B,2022-10-23,Maha,Central Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,35.48,35.48,100,0.0,28.0,0.14,Calcium: 23.3 g/100g,1.1,Yes,Slight clumping observed,2022,10,2022-10,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,60.0,-24.52,-40.87,0,48000,6240.0,278.5,22.770967741935483,7.235933333333333,80.68206666666667,Wet Zone,0.0,0.0,0.6000000000000001,High_Risk,28.14,70.75999999999999,0.0,0.0,0.0,0.126,0.0
AGR-84610,BT23-8095A,2023-12-13,Off-Season,Central Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,26.5,122.56,3247.84,100,45.49,0.0,0.0,Not Detected,2.7,Yes,Opened bag — partial quantity,2023,12,2023-12,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.011086956521739088,0.0,0.0,1.2000000000000002,25.11,52.7,Heavy_Insoluble_Filler,120.0,2.56,2.13,0,13300,3890.25,229.1,23.61935483870968,7.235933333333333,80.68206666666667,Wet Zone,15.56,85891.2,0.8,High_Risk,45.49,51.809999999999995,454.9,454.9,0.03,0.269,1.47
AGR-78956,MF22-1631C,2022-02-12,Off-Season,North Central Province,Kurunegala Agri Centre,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1.0,126.21,126.21,100,45.2,0.0,0.0,Not Detected,1.5,Yes,Opened bag — partial quantity,2022,2,2022-02,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.017391304347826025,0.0,0.0,0.0,1.74,97.4,Standard_Pure,180.0,-53.79,-29.88,0,30799,7969.24,82.69999999999999,25.067857142857143,8.12585,80.71125,Dry Zone,0.0,0.0,0.8,High_Risk,45.2,53.3,452.0,452.0,0.026,0.279,0.0
AGR-66549,LT23-5975C,2024-04-30,Off-Season,Northern Province,CIC Agri Businesses,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,8.0,237.81,1902.48,100,14.5,15.3,15.5,Sulfur: 10.9 g/kg | Boron: 1.2 %,1.2,Yes,Opened bag — partial quantity,2024,4,2024-04,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.02000000000000005,0.03333333333333333,0.0,8.67,87.0,Standard_Pure,235.0,2.81,1.2,0,12250,1929.38,29.3,30.540000000000003,9.20826,80.32364,Dry Zone,0.0,0.0,0.8,High_Risk,45.3,53.5,0.95,0.94,0.04,0.525,0.0
AGR-84875,CR23-1153A,2024-06-01,Maha,North Western Province,Lankem Ceylon PLC,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,11.0,156.57,1722.27,100,0.0,46.0,0.15,Calcium: 2.43 %,1.1,Yes,Slight clumping observed,2024,6,2024-06,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,145.0,11.57,7.98,0,95000,5486.25,134.3,26.10666666666667,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.6000000000000001,High_Risk,46.15,52.75,0.0,0.0,0.0,0.339,0.0
AGR-55760,CR24-1231,2024-11-26,Yala,Northern Province,Anuradhapura Agro Mart,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,3.0,190.0,570.0,100,0.0,45.4,0.25,Calcium: 2.57 %,0.9,No,Sample from bulk storage,2024,11,2024-11,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.013043478260869596,0.0,0.0,1.3,98.0,Substandard_Blend,145.0,45.0,31.03,1,35000,2021.25,538.6,26.2,9.20826,80.32364,Dry Zone,2.0,11040.0,0.6000000000000001,Medium_Risk,45.65,53.45,0.0,0.0,0.0,0.416,0.0
AGR-46634,CR24-7754B,2022-07-24,Yala,Sabaragamuwa Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,52.0,34.84,1811.68,100,0.0,28.8,0.22,Calcium: 12.7 g/kg,1.8,Yes,Retest recommended,2022,7,2022-07,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.0285714285714286,0.0,0.0,2.86,95.7,Standard_Pure,60.0,-25.16,-41.93,0,31000,3410.0,308.3,25.770967741935483,6.96705,80.37505,Wet Zone,0.0,0.0,0.6000000000000001,High_Risk,29.02,69.18,0.0,0.0,0.0,0.12,0.0
AGR-14616,LT23-7501C,2024-03-25,Off-Season,North Central Province,Matara Farm Solutions,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,48.17,9634.0,100,0.15,0.18,0.0,Calcium: 8.6 g/100g | Magnesium: 25.7 g/100g,2.8,Yes,Expired stock — discounted,2024,3,2024-03,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.2999999999999998,6.0,88.6,Standard_Pure,30.0,18.17,60.57,0,30799,8854.71,42.9,28.0258064516129,8.12585,80.71125,Dry Zone,0.0,0.0,0.8,High_Risk,0.32999999999999996,96.87,0.83,1.5,0.0,9.634,0.14
AGR-83299,AG23-7492,2023-03-13,Off-Season,Central Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,311.42,7785.5,100,11.6,12.0,16.8,Magnesium: 20.6 g/100g | Boron: 7.9 g/100g,3.5,Yes,,2023,3,2023-03,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.03333333333333336,0.0,0.0117647058823529,1.5,34.51,36.2,Heavy_Insoluble_Filler,275.0,36.42,13.24,0,13300,2766.4,49.8,24.62258064516129,7.235933333333333,80.68206666666667,Wet Zone,21.0,115920.0,0.1,Normal,40.400000000000006,56.099999999999994,0.97,0.69,0.117,0.771,4.67
AGR-89333,BT22-2990,2024-12-31,Yala,Eastern Province,Agromart Ltd,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,119.14,119140.0,100,45.93,0.0,0.0,Not Detected,0.9,Yes,Imported directly,2024,12,2024-12,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.0015217391304347889,0.0,0.0,0.0,0.15,99.8,Standard_Pure,105.0,14.14,13.47,0,82000,20295.0,228.4,26.21935483870968,7.869866666666667,81.52076666666666,Dry Zone,0.0,0.0,0.1,Low_Risk,45.93,53.17,459.3,459.3,0.001,0.259,0.0
AGR-23387,BT23-5797,2023-01-04,Maha,North Western Province,Lankem Ceylon PLC,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1.0,48.05,48.05,100,0.0,0.0,0.0,Calcium: 2.41 % | Magnesium: 26.9 g/100g,3.1,Yes,,2023,1,2023-01,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.6000000000000001,12.0,77.2,Substandard_Blend,35.0,13.05,37.29,0,95000,24937.5,68.1,24.12258064516129,7.7612499999999995,80.09530000000001,Intermediate Zone,7.5,41400.0,0.1,Normal,0.0,96.9,0.0,0.0,0.0,9.61,0.29
AGR-72510,AG23-7797,2023-12-08,Maha,North Central Province,Abans Agri Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,500.0,260.0,130000.0,100,12.1,11.8,16.7,Magnesium: 27.4 g/kg | Boron: 12.0 g/kg,3.9,Yes,Sample from bulk storage,2023,12,2023-12,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.008333333333333304,0.016666666666666607,0.017647058823529453,1.9,42.26,21.4,Moisture_Weight_Padding,275.0,-15.0,-5.45,0,145000,26680.0,278.9,25.32903225806452,8.12585,80.71125,Dry Zone,25.88,142857.6,0.6000000000000001,Medium_Risk,40.599999999999994,55.50000000000001,1.03,0.72,0.032,0.64,4.94
AGR-47694,CR23-1891A,2024-08-15,Maha,Northern Province,Pettah Agro Traders,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,200.0,225.79,45158.0,100,0.0,0.24,58.5,Chlorine: 15.5 g/100g,1.4,No,Opened bag — partial quantity,2024,8,2024-08,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.025,0.0,2.5,96.2,Substandard_Blend,175.0,50.79,29.02,1,72000,4536.0,124.5,28.61935483870968,9.20826,80.32364,Dry Zone,2.0,11040.0,0.8,High_Risk,58.74,39.86,0.0,0.0,0.0,0.384,0.0
AGR-46646,MF24-6990A,2024-08-01,Maha,Western Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,50.0,68.06,3403.0,100,0.0,0.0,0.0,Calcium: 20.7 g/kg | Magnesium: 0.95 %,4.4,Yes,,2024,8,2024-08,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.9000000000000004,38.0,27.8,Moisture_Weight_Padding,30.0,38.06,126.87,0,28000,6650.0,334.0,26.72903225806452,6.8655,79.9386,Wet Zone,23.75,131100.0,0.1,Normal,0.0,95.6,0.0,0.0,0.0,13.612,1.29
AGR-10987,AG23-1500A,2024-02-20,Off-Season,North Central Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,5.0,200.0,1000.0,100,0.0,46.8,0.0,Calcium: 17.6 g/kg,3.6,No,Sample from bulk storage,2024,2,2024-02,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.017391304347826025,0.0,0.6000000000000001,13.74,74.6,Substandard_Blend,145.0,55.0,37.93,1,30799,1948.04,12.0,26.72068965517241,8.12585,80.71125,Dry Zone,8.37,46202.4,0.6000000000000001,Medium_Risk,46.8,49.6,0.0,0.0,0.0,0.427,1.2
AGR-34684,CR24-4357,2022-11-09,Maha,Uva Province,Agromart Ltd,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,2.0,100.0,200.0,100,45.3,0.14,0.23,Not Detected,3.0,No,,2022,11,2022-11,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.015217391304347887,0.0,0.0,1.5,31.52,40.7,Heavy_Insoluble_Filler,180.0,-80.0,-44.44,0,55000,15468.75,221.8,21.49,6.9331,81.20285000000001,Intermediate Zone,19.51,107695.2,0.1,Normal,45.669999999999995,51.330000000000005,323.57,196.96,0.046,0.219,1.5
AGR-58651,CR23-4260C,2023-10-23,Off-Season,Sabaragamuwa Province,Kandy Farm Supplies,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1.5,285.31,427.97,100,14.5,15.32,14.3,Sulfur: 9.5 g/kg | Boron: 1.32 %,2.5,Yes,Local production batch,2023,10,2023-10,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.021333333333333353,0.04666666666666662,0.5,20.13,65.8,Substandard_Blend,255.0,30.31,11.89,0,10850,1790.25,696.3,25.429032258064517,6.96705,80.37505,Wet Zone,11.32,62486.4,0.4,Medium_Risk,44.120000000000005,53.379999999999995,0.95,1.01,0.083,0.647,1.43
AGR-93908,CR23-2424A,2022-11-07,Maha,North Central Province,Anuradhapura Agro Mart,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,235.76,47152.0,100,15.6,14.8,14.5,Sulfur: 22.7 g/100g | Boron: 14.9 g/kg,3.0,Yes,Retest recommended,2022,11,2022-11,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03999999999999997,0.013333333333333286,0.03333333333333333,1.0,28.67,49.0,Heavy_Insoluble_Filler,290.0,-54.24,-18.7,0,145000,25012.5,194.9,25.01,8.12585,80.71125,Dry Zone,16.84,92956.8,0.6000000000000001,High_Risk,44.9,52.1,1.05,1.08,0.12,0.525,2.36
AGR-46301,BT24-9439B,2023-05-08,Off-Season,Eastern Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1.0,63.47,63.47,100,0.0,0.0,0.0,Calcium: 11.1 g/100g | Magnesium: 2.05 %,3.8,Yes,Retest recommended,2023,5,2023-05,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.2999999999999998,26.0,50.6,Heavy_Insoluble_Filler,35.0,28.47,81.34,0,28699,7892.23,127.8,28.44193548387097,7.869866666666667,81.52076666666666,Dry Zone,16.25,89700.0,0.6000000000000001,High_Risk,0.0,96.2,0.0,0.0,0.0,12.694,0.83
AGR-32387,CR23-9823C,2024-02-24,Maha,Sabaragamuwa Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.0,315.0,315000.0,100,12.3,11.0,17.4,Magnesium: 19.4 g/kg | Boron: 1.14 %,4.4,Yes,Sample from bulk storage,2024,2,2024-02,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.02500000000000006,0.08333333333333333,0.0235294117647058,2.4000000000000004,61.19,0.0,Moisture_Weight_Padding,250.0,65.0,26.0,0,42000,7392.0,46.4,26.81379310344828,6.96705,80.37505,Wet Zone,36.6,202032.0,0.6000000000000001,Medium_Risk,40.7,54.9,1.12,0.71,0.11,0.774,7.56
AGR-16801,BT24-8582,2024-05-03,Off-Season,Central Province,Pettah Agro Traders,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,10.0,195.73,1957.3,100,0.14,0.0,58.0,Chlorine: 18.2 g/kg,1.2,Yes,,2024,5,2024-05,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.03333333333333333,0.0,3.33,95.0,Standard_Pure,175.0,20.73,11.85,0,13300,1037.4,357.6,25.364516129032257,7.235933333333333,80.68206666666667,Wet Zone,0.0,0.0,0.1,Normal,58.14,40.66,1.4,0.0,0.0,0.337,0.0
AGR-37266,AG23-2464C,2022-11-25,Off-Season,Eastern Province,Hayleys Agriculture Holdings,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,25.0,170.0,4250.0,100,0.02,0.0,61.7,Chlorine: 24.5 g/100g,2.4,Yes,Slight clumping observed,2022,11,2022-11,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.02833333333333338,0.3999999999999999,10.83,80.6,Substandard_Blend,240.0,-70.0,-29.17,0,28699,1894.13,240.5,25.7,7.869866666666667,81.52076666666666,Dry Zone,6.42,35438.4,0.6000000000000001,High_Risk,61.720000000000006,35.879999999999995,0.2,0.0,0.0,0.275,0.68
AGR-61105,MF24-8961,2022-03-04,Off-Season,North Central Province,CIC Agri Businesses,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,58.03,290.15,100,0.15,28.19,0.04,Calcium: 1.98 %,0.9,No,,2022,3,2022-03,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.0067857142857143315,0.0,0.0,0.68,99.0,Substandard_Blend,60.0,-1.97,-3.28,1,30799,3541.88,55.9,26.74516129032258,8.12585,80.71125,Dry Zone,2.0,11040.0,0.1,Normal,28.38,70.72,0.01,1.5,0.0,0.204,0.0
AGR-21508,MF23-1994,2023-06-06,Yala,Sabaragamuwa Province,Matara Farm Solutions,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,500.0,124.64,62320.0,100,45.4,0.22,0.22,Not Detected,2.8,Yes,Opened bag — partial quantity,2023,6,2023-06,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.013043478260869596,0.0,0.0,1.2999999999999998,27.3,48.6,Heavy_Insoluble_Filler,120.0,4.64,3.87,0,31000,7672.5,337.3,26.09333333333333,6.96705,80.37505,Wet Zone,16.9,93288.0,0.8,High_Risk,45.839999999999996,51.36000000000001,206.36,206.36,0.037,0.272,1.62
AGR-18679,LT22-2803,2022-03-27,Maha,Southern Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.0,260.0,520.0,100,11.4,12.2,16.7,Magnesium: 18.4 g/kg | Boron: 18.0 g/100g,2.0,Yes,Retest recommended,2022,3,2022-03,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.04999999999999997,0.016666666666666607,0.017647058823529453,0.0,8.43,87.4,Standard_Pure,310.0,-50.0,-16.13,0,68000,10880.0,106.0,26.738709677419354,6.050433333333333,80.6324,Dry Zone,0.0,0.0,0.6000000000000001,High_Risk,40.3,57.7,0.93,0.68,0.1,0.645,0.0
AGR-19772,CR23-1520A,2023-08-17,Yala,Eastern Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,25.0,147.79,3694.75,100,21.1,0.0,0.01,Sulfur: 17.2 g/kg,4.1,Yes,Sample from bulk storage,2023,8,2023-08,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.00476190476190483,0.0,0.0,2.5999999999999996,52.48,0.5,Moisture_Weight_Padding,135.0,12.79,9.47,0,82000,10824.0,42.8,29.635483870967743,7.869866666666667,81.52076666666666,Dry Zone,32.74,180724.8,0.6000000000000001,Medium_Risk,21.110000000000003,74.78999999999999,211.0,211.0,0.02,0.7,3.84
AGR-33822,BT24-2692C,2023-01-15,Yala,Sabaragamuwa Province,Abans Agri Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,33.25,166.25,100,0.0,28.54,0.0,Calcium: 0.73 %,3.1,Yes,Slight clumping observed,2023,1,2023-01,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.019285714285714257,0.0,1.1,23.93,55.3,Heavy_Insoluble_Filler,50.0,-16.75,-33.5,0,31000,3410.0,92.9,24.53548387096774,6.96705,80.37505,Wet Zone,14.72,81254.4,0.6000000000000001,High_Risk,28.54,68.36,0.0,0.0,0.0,0.117,0.37
AGR-64926,BT23-1959B,2023-07-02,Yala,Southern Province,Jaffna Fertilizer Depot,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,998.0,47.33,47235.34,100,0.03,0.0,0.0,Calcium: 27.6 g/kg | Magnesium: 1.75 %,3.6,Yes,Imported directly,2023,7,2023-07,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.1,22.0,58.2,Heavy_Insoluble_Filler,35.0,12.33,35.23,0,44000,11000.0,271.3,26.61290322580645,6.050433333333333,80.6324,Dry Zone,13.75,75900.0,0.1,Low_Risk,0.03,96.37,0.3,0.3,0.0,9.466,0.52
AGR-17494,MF24-2868A,2024-03-09,Off-Season,North Central Province,Matara Farm Solutions,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,1000.0,25.0,25000.0,100,1.5,1.0,1.3,Organic Carbon: 9.5 g/kg | Humus: 17.2 g/kg,4.4,No,Retest recommended,2024,3,2024-03,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.0,0.0,0.08333333333333341,0.0,8.33,87.5,Substandard_Blend,35.0,-10.0,-28.57,0,30799,35418.85,42.9,28.0258064516129,8.12585,80.71125,Dry Zone,4.16,22963.2,0.6000000000000001,High_Risk,3.8,91.8,1.5,1.15,0.0,0.658,0.0
AGR-58310,AG24-7264,2024-07-15,Yala,Uva Province,Hayleys Agriculture Holdings,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,500.0,69.66,34830.0,100,0.0,0.0,0.0,Calcium: 0.69 % | Magnesium: 6.8 g/kg,1.1,Yes,Retest recommended,2024,7,2024-07,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,30.0,39.66,132.2,0,42000,13125.0,92.0,25.896774193548385,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.6000000000000001,High_Risk,0.0,98.9,0.0,0.0,0.0,13.932,0.0
