Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes
AGR-12129,MF23-1971,2024-07-22,Maha,Uva Province,Galle Agrochemical Stores,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,5.0,117.16,585.8,100,20.4,0.15,0.0,Sulfur: 13.3 g/100g,4.3,Yes,Expired stock — discounted
AGR-92682,MF22-3846B,2023-01-26,Maha,North Central Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,175.0,175000.0,100,0.0,0.0,62.1,Chlorine: 27.0 g/100g,0.7,Yes,Expired stock — discounted
AGR-22311,LT23-7364A,2024-02-25,Maha,North Central Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,200.0,280.0,56000.0,100,11.8,11.6,17.5,Magnesium: 24.1 g/100g | Boron: 0.89 %,0.8,Yes,
AGR-30847,LT24-9845,2023-04-03,Off-Season,Western Province,Hayleys Agriculture Holdings,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,50.0,107.69,5384.5,100,46.0,0.2,0.0,Not Detected,1.1,Yes,
AGR-65347,CR22-8073C,2024-04-29,Yala,Eastern Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,10.0,176.58,1765.8,100,0.15,45.66,0.0,Calcium: 25.0 g/100g,0.4,Yes,
AGR-20324,CR24-7965A,2022-06-19,Off-Season,North Western Province,CIC Agri Businesses,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,33.12,6624.0,100,1.4,0.9,1.5,Organic Carbon: 0.84 % | Humus: 17.2 g/kg,3.2,Yes,
AGR-39435,LT22-5405A,2022-06-04,Off-Season,Uva Province,Agromart Ltd,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1003.0,174.57,175093.71,100,0.0,45.2,0.0,Calcium: 21.6 g/kg,0.7,Yes,Retest recommended
AGR-28004,CR24-6645A,2024-07-02,Maha,Central Province,CIC Agri Businesses,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,500.0,39.06,19530.0,100,0.0,28.8,0.0,Calcium: 12.6 g/kg,0.3,Yes,Retest recommended
AGR-55668,CR22-1607B,2022-05-12,Yala,Western Province,Pettah Agro Traders,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,9.0,271.72,2445.48,100,11.9,11.84,17.2,Magnesium: 11.3 g/kg | Boron: 15.2 g/kg,3.5,Yes,
AGR-99012,BT23-9082,2023-08-04,Yala,Uva Province,Galle Agrochemical Stores,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,7.0,185.57,1298.99,100,0.0,47.0,0.21,Calcium: 18.1 g/kg,1.0,Yes,
AGR-90798,CR22-9284A,2022-07-31,Maha,North Central Province,CIC Agri Businesses,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,125.0,3125.0,100,45.9,0.0,0.0,Not Detected,3.4,Yes,Expired stock — discounted
AGR-86043,AG24-7481C,2022-11-20,Maha,Eastern Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1001.0,32.35,32382.35,100,0.0,28.9,0.0,Calcium: 14.2 g/100g,1.7,Yes,Imported directly
AGR-63646,MF23-5231,2022-04-10,Maha,Central Province,Jaffna Fertilizer Depot,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,10.0,73.77,737.7,100,0.0,0.0,0.0,Calcium: 19.8 g/kg | Magnesium: 1.54 %,2.6,Yes,Local production batch
AGR-59699,BT22-6113B,2022-08-13,Yala,Uva Province,Galle Agrochemical Stores,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.0,27.29,136.45,100,1.31,0.9,1.3,Organic Carbon: 16.5 g/100g | Humus: 13.1 g/kg,0.3,No,
AGR-56198,LT22-9419,2024-04-03,Maha,North Central Province,Colombo Pesticide Warehouse,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,102.0,30.0,3060.0,100,0.24,27.2,0.0,Calcium: 1.35 %,0.6,Yes,Slight clumping observed
AGR-93345,LT22-5319A,2024-07-28,Yala,Sabaragamuwa Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,10.0,30.0,300.0,100,0.0,28.7,0.0,Calcium: 17.8 g/kg,3.0,Yes,
AGR-71245,MF23-1128C,2024-09-27,Yala,Southern Province,Browns Agricultural Products,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,0.5,43.2,21.6,100,0.17,26.9,0.0,Calcium: 20.5 g/kg,4.2,No,
AGR-76814,MF24-3495B,2024-11-14,Maha,Southern Province,CIC Agri Businesses,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,100.0,42.84,4284.0,100,0.0,29.1,0.0,Calcium: 2.51 %,0.8,Yes,Opened bag — partial quantity
AGR-85954,BT24-3621A,2023-03-19,Yala,North Central Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,28.03,5606.0,100,1.6,1.0,1.6,Organic Carbon: 18.6 g/100g | Humus: 1.69 %,3.7,Yes,
AGR-24674,CR23-3773A,2023-10-27,Yala,Sabaragamuwa Province,Eastern Agrochem Depot,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,5.0,112.59,562.95,100,46.8,0.0,0.0,Not Detected,2.4,Yes,
AGR-61226,AG23-7578C,2024-07-04,Maha,Eastern Province,Colombo Pesticide Warehouse,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,127.75,3193.75,100,46.6,0.0,0.0,Not Detected,1.4,Yes,
AGR-53941,BT24-6317A,2024-01-15,Maha,Eastern Province,Kandy Farm Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,202.0,135.0,27270.0,100,21.7,0.0,0.0,Sulfur: 1.61 %,2.2,Yes,
AGR-37587,BT23-9850A,2022-05-18,Off-Season,Uva Province,Matara Farm Solutions,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,200.0,117.5,23500.0,100,20.0,0.0,0.05,Sulfur: 1.64 %,2.5,No,Expired stock — discounted
AGR-63212,MF23-2316A,2024-12-17,Off-Season,Western Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,105.0,105000.0,100,45.6,0.0,0.05,Not Detected,2.2,Yes,
AGR-24969,LT24-1830,2022-10-28,Yala,Uva Province,Eastern Agrochem Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,500.5,19.66,9839.83,100,1.47,0.9,1.61,Organic Carbon: 14.6 g/100g | Humus: 13.8 g/100g,2.8,No,Sample from bulk storage
AGR-42989,LT22-6286B,2024-10-12,Yala,Central Province,Hayleys Agriculture Holdings,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,2.0,31.36,62.72,100,1.3,1.0,1.6,Organic Carbon: 1.02 % | Humus: 15.5 g/100g,2.1,Yes,
AGR-39324,AG24-7186C,2022-02-13,Yala,Northern Province,CIC Agri Businesses,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,500.0,63.36,31680.0,100,0.18,0.16,0.0,Calcium: 0.81 % | Magnesium: 13.6 g/kg,3.7,Yes,
AGR-77954,MF22-4807A,2024-06-13,Yala,Western Province,Eastern Agrochem Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,500.0,257.95,128975.0,100,15.5,14.0,15.1,Sulfur: 7.6 g/100g | Boron: 1.35 %,1.7,No,Local production batch
AGR-52679,MF23-2743B,2024-10-10,Off-Season,Southern Province,Anuradhapura Agro Mart,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,6.0,47.49,284.94,100,0.0,27.39,0.24,Calcium: 17.7 g/kg,1.3,Yes,Expired stock — discounted
AGR-24341,BT23-6132C,2022-07-13,Maha,North Central Province,Browns Agricultural Products,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,27.0,140.0,3780.0,100,21.6,0.0,0.0,Sulfur: 6.5 g/100g,0.7,No,
AGR-32494,AG23-7376A,2023-12-07,Off-Season,Western Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,190.0,190000.0,100,0.07,0.0,62.2,Chlorine: 14.4 g/kg,3.5,No,
AGR-35297,MF24-2490C,2023-05-28,Maha,Sabaragamuwa Province,Browns Agricultural Products,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,120.0,120000.0,100,47.0,0.0,0.0,Not Detected,1.2,Yes,Opened bag — partial quantity
AGR-16333,AG23-5896C,2022-09-20,Maha,North Western Province,Matara Farm Solutions,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,211.83,211830.0,100,0.14,0.0,57.5,Chlorine: 1.56 %,2.2,Yes,
AGR-16018,AG22-7079,2022-12-29,Maha,Uva Province,Galle Agrochemical Stores,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.0,270.0,1350.0,100,11.4,12.3,17.5,Magnesium: 20.6 g/100g | Boron: 2.75 %,4.2,Yes,
AGR-86180,BT24-1027B,2024-03-17,Off-Season,Southern Province,Browns Agricultural Products,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,10.0,184.33,1843.3,100,0.0,0.0,59.5,Chlorine: 27.2 g/100g,0.4,Yes,Retest recommended
AGR-37237,LT23-7217A,2023-03-28,Off-Season,Northern Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.0,280.0,560.0,100,12.19,11.4,16.4,Magnesium: 13.8 g/100g | Boron: 19.8 g/100g,3.1,Yes,Imported directly
AGR-28364,LT22-4262C,2024-02-23,Yala,North Western Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,201.5,135.82,27367.73,100,21.4,0.0,0.0,Sulfur: 9.2 g/100g,3.7,Yes,
AGR-51678,CR23-4600B,2023-03-30,Maha,Central Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,105.0,105000.0,100,45.67,0.0,0.0,Not Detected,3.2,Yes,Retest recommended
AGR-17903,LT22-8610B,2024-02-14,Yala,Eastern Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,25.0,21.05,526.25,100,1.44,0.9,1.5,Organic Carbon: 0.87 % | Humus: 19.2 g/100g,4.1,Yes,
AGR-23413,MF23-3143B,2023-12-06,Off-Season,Central Province,Kurunegala Agri Centre,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.0,133.36,266.72,100,21.2,0.0,0.18,Sulfur: 10.1 g/kg,1.4,Yes,
AGR-78901,AG22-1784A,2024-06-27,Maha,North Central Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,104.81,2620.25,100,46.1,0.18,0.0,Not Detected,0.8,Yes,Local production batch
AGR-48860,MF22-4600C,2022-10-22,Yala,Western Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,35.0,35.0,100,0.0,27.0,0.14,Calcium: 1.69 %,1.3,Yes,
AGR-38056,MF24-5780B,2024-08-07,Off-Season,Western Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,50.0,60.0,3000.0,100,0.0,27.9,0.0,Calcium: 8.8 g/100g,2.8,Yes,
AGR-11725,BT23-8584B,2023-08-10,Yala,Western Province,CIC Agri Businesses,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,100.0,201.71,20171.0,100,0.0,0.0,59.4,Chlorine: 17.5 g/kg,0.4,Yes,Sample from bulk storage
AGR-80684,AG23-9788A,2024-03-17,Yala,Eastern Province,Browns Agricultural Products,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,100.0,98.84,9884.0,100,45.4,0.0,0.23,Not Detected,3.4,Yes,
AGR-18725,CR22-6179A,2022-04-27,Yala,Northern Province,Colombo Pesticide Warehouse,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,500.0,48.47,24235.0,100,0.0,0.0,0.0,Calcium: 1.69 % | Magnesium: 19.9 g/100g,0.6,Yes,Slight clumping observed
AGR-77779,MF24-8932B,2023-05-17,Off-Season,Central Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.0,131.49,262.98,100,20.5,0.0,0.0,Sulfur: 22.3 g/kg,1.0,Yes,Local production batch
AGR-28908,LT22-9439,2023-04-22,Yala,Sabaragamuwa Province,Anuradhapura Agro Mart,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,25.0,30.64,766.0,100,1.41,0.95,1.5,Organic Carbon: 10.5 g/100g | Humus: 2.26 %,2.6,Yes,Retest recommended
AGR-54074,CR22-3745,2023-02-18,Off-Season,North Western Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,165.0,165.0,100,0.0,0.18,60.3,Chlorine: 23.2 g/kg,1.6,Yes,Imported directly
AGR-84118,AG23-3069,2023-10-17,Yala,Eastern Province,Eastern Agrochem Depot,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,48.0,121.87,5849.76,100,45.3,0.0,0.0,Not Detected,1.7,Yes,Slight clumping observed
AGR-32213,BT23-1708C,2022-10-20,Off-Season,Western Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,25.0,177.45,4436.25,100,0.0,45.3,0.0,Calcium: 17.7 g/kg,2.7,Yes,
AGR-92002,LT23-5500C,2022-07-21,Maha,Eastern Province,CIC Agri Businesses,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,48.0,261.75,12564.0,100,12.3,11.8,16.3,Magnesium: 20.7 g/kg | Boron: 17.3 g/100g,2.4,No,Opened bag — partial quantity
AGR-44927,CR23-8742,2023-03-05,Yala,North Western Province,Lankem Ceylon PLC,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,50.0,198.76,9938.0,100,0.04,45.9,0.0,Calcium: 2.48 %,2.6,Yes,Local production batch
AGR-90544,MF22-8607A,2024-08-16,Maha,Southern Province,Browns Agricultural Products,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,60.0,1500.0,100,0.25,28.52,0.03,Calcium: 7.9 g/kg,0.7,Yes,Local production batch
AGR-69702,BT24-1173A,2022-09-12,Yala,Northern Province,Abans Agri Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,100.0,44.45,4445.0,100,0.24,29.0,0.14,Calcium: 17.3 g/kg,3.9,No,
AGR-62166,CR22-1164A,2023-03-04,Off-Season,Sabaragamuwa Province,Galle Agrochemical Stores,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1.0,125.0,125.0,100,46.4,0.0,0.0,Not Detected,1.0,Yes,
AGR-71171,CR22-8449B,2024-01-02,Yala,Eastern Province,Colombo Pesticide Warehouse,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,276.15,55230.0,100,14.8,14.9,14.4,Sulfur: 22.6 g/100g | Boron: 27.9 g/100g,1.4,Yes,Sample from bulk storage
AGR-80210,AG22-1742,2023-04-28,Off-Season,North Central Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,101.5,290.04,29439.06,100,11.47,12.17,16.7,Magnesium: 8.5 g/100g | Boron: 13.3 g/100g,2.4,Yes,Sample from bulk storage
AGR-97015,MF22-2694A,2023-12-01,Maha,Western Province,Lankem Ceylon PLC,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,500.0,199.12,99560.0,100,0.04,45.5,0.24,Calcium: 23.5 g/100g,1.1,No,Local production batch
AGR-70538,CR23-8415A,2024-01-17,Yala,North Central Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,13.0,59.8,777.4,100,0.03,28.9,0.21,Calcium: 19.4 g/100g,3.5,No,Local production batch
AGR-56564,LT24-7352A,2023-05-25,Off-Season,North Central Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,25.0,115.77,2894.25,100,20.9,0.12,0.0,Sulfur: 21.2 g/kg,3.3,Yes,
AGR-49209,CR22-4090C,2022-11-07,Off-Season,Central Province,Lankem Ceylon PLC,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.0,285.0,7125.0,100,14.4,15.1,15.2,Sulfur: 26.5 g/100g | Boron: 13.5 g/kg,3.4,Yes,Slight clumping observed
AGR-31656,BT22-7183A,2023-10-31,Off-Season,North Western Province,Kandy Farm Supplies,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,2.0,247.22,494.44,100,15.4,15.0,15.3,Sulfur: 1.45 % | Boron: 21.8 g/100g,2.3,No,Slight clumping observed
AGR-87033,BT24-7023A,2024-05-12,Yala,Sabaragamuwa Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,3.0,180.0,540.0,100,0.0,46.4,0.0,Calcium: 1.91 %,1.2,Yes,Retest recommended
AGR-88921,CR24-4039A,2022-10-31,Off-Season,Uva Province,Hayleys Agriculture Holdings,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,48.0,55.0,2640.0,100,0.16,27.6,0.0,Calcium: 19.5 g/kg,1.5,Yes,
AGR-71125,MF24-6700B,2022-07-18,Yala,Northern Province,CIC Agri Businesses,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,2.0,172.6,345.2,100,0.0,0.0,59.0,Chlorine: 23.7 g/kg,1.7,Yes,
AGR-56747,BT22-2313A,2023-11-27,Off-Season,Eastern Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.5,23.79,130.84,100,1.5,1.0,1.5,Organic Carbon: 11.9 g/kg | Humus: 13.8 g/100g,2.6,Yes,
AGR-93894,BT23-9890A,2023-12-17,Maha,Southern Province,Lankem Ceylon PLC,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,26.5,100.0,2650.0,100,46.3,0.0,0.17,Not Detected,2.1,Yes,Imported directly
AGR-72820,AG22-7983C,2022-03-23,Maha,Eastern Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1.0,195.0,195.0,100,0.0,45.1,0.15,Calcium: 10.8 g/100g,4.0,Yes,Local production batch
AGR-27198,MF24-9629A,2022-10-28,Yala,Western Province,Agromart Ltd,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,2.0,224.33,448.66,100,15.24,14.9,14.3,Sulfur: 21.6 g/kg | Boron: 1.22 %,1.2,Yes,Expired stock — discounted
AGR-72214,LT23-8978,2022-08-10,Yala,Southern Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.0,306.57,1532.85,100,12.4,11.6,17.5,Magnesium: 19.5 g/100g | Boron: 13.4 g/100g,1.6,No,
AGR-82967,CR22-8300C,2023-01-06,Maha,Central Province,Kurunegala Agri Centre,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,101.5,204.02,20708.03,100,0.24,0.0,58.8,Chlorine: 20.3 g/100g,3.2,Yes,
AGR-69977,AG24-9832,2024-08-31,Yala,Sabaragamuwa Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,11.0,96.4,1060.4,100,46.6,0.05,0.0,Not Detected,1.5,Yes,Imported directly
AGR-74852,BT22-4394B,2023-05-02,Off-Season,Southern Province,Abans Agri Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,199.0,141.41,28140.59,100,0.0,46.8,0.16,Calcium: 24.7 g/kg,1.0,Yes,
AGR-74981,LT22-5618C,2022-06-13,Off-Season,North Central Province,Kandy Farm Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,200.0,227.07,45414.0,100,0.0,0.0,57.91,Chlorine: 1.83 %,3.2,No,Slight clumping observed
AGR-22675,AG23-4930A,2024-04-05,Yala,Uva Province,Pettah Agro Traders,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.0,30.0,150.0,100,1.3,0.98,1.3,Organic Carbon: 20.4 g/kg | Humus: 22.3 g/kg,4.2,No,
AGR-37452,AG22-2343A,2024-08-09,Yala,Eastern Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,260.0,52000.0,100,15.3,14.3,14.9,Sulfur: 8.3 g/100g | Boron: 12.7 g/kg,4.1,No,Imported directly
AGR-37475,BT23-6721C,2022-07-05,Off-Season,Eastern Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1000.0,54.11,54110.0,100,0.0,0.08,0.03,Calcium: 7.4 g/kg | Magnesium: 13.2 g/100g,1.4,Yes,Opened bag — partial quantity
AGR-81261,LT23-3300C,2023-01-27,Yala,Sabaragamuwa Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,99.0,198.21,19622.79,100,0.0,0.0,61.83,Chlorine: 24.3 g/kg,0.6,Yes,
AGR-91075,CR23-8440,2022-08-31,Off-Season,Northern Province,Galle Agrochemical Stores,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,4.0,20.0,80.0,100,1.4,1.1,1.54,Organic Carbon: 10.2 g/kg | Humus: 16.7 g/kg,1.6,Yes,
AGR-71495,BT22-1980C,2022-12-30,Off-Season,Northern Province,Jaffna Fertilizer Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,35.0,7000.0,100,1.5,0.9,1.3,Organic Carbon: 16.2 g/100g | Humus: 2.28 %,0.6,Yes,Retest recommended
AGR-86750,AG23-3381,2023-10-02,Off-Season,Eastern Province,Kurunegala Agri Centre,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,53.0,65.0,3445.0,100,0.19,0.0,0.0,Calcium: 11.6 g/100g | Magnesium: 1.59 %,3.6,Yes,Local production batch
AGR-27202,BT24-4795,2023-09-14,Maha,North Central Province,Kurunegala Agri Centre,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,8.0,20.0,160.0,100,1.5,1.1,1.5,Organic Carbon: 23.7 g/100g | Humus: 14.1 g/kg,1.9,Yes,
AGR-40555,MF24-5296A,2023-03-22,Maha,Northern Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,12.0,285.34,3424.08,100,12.0,12.3,17.66,Magnesium: 2.46 % | Boron: 23.9 g/100g,1.2,Yes,
AGR-32514,LT22-3520B,2024-08-08,Off-Season,Uva Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,199.0,61.45,12228.55,100,0.0,0.0,0.11,Calcium: 1.84 % | Magnesium: 12.1 g/kg,3.0,No,Slight clumping observed
AGR-61768,BT23-1071,2022-04-13,Off-Season,Northern Province,Colombo Pesticide Warehouse,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,5.0,230.14,1150.7,100,14.47,14.3,14.4,Sulfur: 7.6 g/kg | Boron: 10.8 g/100g,1.5,No,
AGR-71511,LT23-6106C,2024-08-21,Off-Season,Southern Province,Eastern Agrochem Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,5.0,273.32,1366.6,100,15.0,14.5,15.6,Sulfur: 9.8 g/100g | Boron: 23.6 g/kg,0.3,No,Imported directly
AGR-61601,LT22-7795C,2024-06-28,Off-Season,Uva Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,101.0,40.0,4040.0,100,0.04,27.2,0.12,Calcium: 20.9 g/kg,2.5,Yes,
AGR-15428,BT24-4621C,2023-05-23,Maha,Northern Province,Matara Farm Solutions,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,314.91,7872.75,100,12.0,12.4,16.3,Magnesium: 10.8 g/kg | Boron: 25.5 g/kg,2.2,Yes,Imported directly
AGR-41100,LT24-5178,2022-07-12,Yala,Sabaragamuwa Province,Hayleys Agriculture Holdings,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,50.0,20.0,1000.0,100,1.0,1.0,1.4,Organic Carbon: 23.5 g/kg | Humus: 24.5 g/100g,1.3,No,
AGR-48325,AG22-9766,2022-10-26,Off-Season,Western Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.0,305.29,305290.0,100,12.2,12.3,16.7,Magnesium: 12.7 g/kg | Boron: 6.5 g/kg,0.9,Yes,Expired stock — discounted
AGR-18990,AG23-4361A,2022-05-30,Yala,Western Province,Hayleys Agriculture Holdings,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,103.0,165.0,16995.0,100,0.0,0.0,61.6,Chlorine: 16.6 g/kg,0.6,Yes,Expired stock — discounted
AGR-57277,CR23-7529C,2024-10-31,Yala,Western Province,Kurunegala Agri Centre,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,125.0,3125.0,100,46.0,0.0,0.0,Not Detected,1.1,Yes,Slight clumping observed
AGR-12223,BT22-7583B,2022-11-21,Off-Season,Central Province,Galle Agrochemical Stores,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,273.68,6842.0,100,11.8,11.5,17.7,Magnesium: 24.2 g/kg | Boron: 15.1 g/100g,4.3,No,Expired stock — discounted
AGR-83900,CR23-6342B,2024-12-23,Maha,Uva Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,199.0,64.91,12917.09,100,0.16,0.0,0.0,Calcium: 12.5 g/kg | Magnesium: 26.9 g/kg,1.1,Yes,Imported directly
AGR-97654,AG22-5015,2023-01-13,Off-Season,Southern Province,Kurunegala Agri Centre,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,24.0,18.93,454.32,100,1.5,0.9,1.4,Organic Carbon: 2.16 % | Humus: 1.34 %,3.3,No,Sample from bulk storage
